name,profile_url,place_of_birth,longitude,latitude,popularity
David Huddleston,https://www.themoviedb.org/person/1232,Vinton Virginia USA,-79.8969819,37.2809707,86.41156635795662
Philip Seymour Hoffman,https://www.themoviedb.org/person/1233,Fairport New York USA,-77.443014,43.0993,1412.317284720832
Tara Reid,https://www.themoviedb.org/person/1234,Wyckoff New Jersey USA,-74.1729222,41.0095417,227.1673207158027
Mark Pellegrino,https://www.themoviedb.org/person/1236,Los Angeles California USA,-118.242766,34.0536909,528.5975010766281
Jack Kehler,https://www.themoviedb.org/person/1240,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,228.65880761055567
John Turturro,https://www.themoviedb.org/person/1241,Brooklyn New York USA,-73.9497211,40.6526006,972.3199553633332
Scarlett Johansson,https://www.themoviedb.org/person/1245,New York City New York USA,-74.0060152,40.7127281,8599.658182589035
Kevin Costner,https://www.themoviedb.org/person/1269, Lynwood California USA,-118.2024154,33.924831,2491.52538181262
Charles Martin Smith,https://www.themoviedb.org/person/1270,Van Nuys California USA,-118.4486675,34.1866193,237.79907576806986
Richard Bradford,https://www.themoviedb.org/person/1272,Tyler Texas USA,-95.3010624,32.3512601,43.24374111226483
Jack Kehoe,https://www.themoviedb.org/person/1273,New York City New York USA,-74.0060152,40.7127281,147.24543143270216
Brad Sullivan,https://www.themoviedb.org/person/1274,Chicago Illinois USA,-87.6244212,41.8755616,85.83887152362561
Billy Drago,https://www.themoviedb.org/person/1275,Hugoton Kansas USA,-101.349602,37.1753025,59.88755612702878
Patricia Clarkson,https://www.themoviedb.org/person/1276,New Orleans Louisiana USA,-90.0782127,29.9759983,1089.8818336652473
Don Harvey,https://www.themoviedb.org/person/1280,St. Clair Shores Michigan USA,-82.8890965,42.4969652,204.7745314136562
AnnaSophia Robb,https://www.themoviedb.org/person/1285,Denver Colorado USA,-104.9848623,39.7392364,246.7005126836857
Jordan Fry,https://www.themoviedb.org/person/1290,Spokane Washington USA,-117.4235106,47.6571934,86.84025251413452
Missi Pyle,https://www.themoviedb.org/person/1294,Houston Texas USA,-95.3676974,29.7589382,551.2577095575756
Sean Astin,https://www.themoviedb.org/person/1328,Santa Monica California USA,-118.4912273,34.0194704,545.8664550860354
Brad Dourif,https://www.themoviedb.org/person/1370,Huntington West Virginia USA,-82.445154,38.4192496,549.2892428380054
Jerry Garcia,https://www.themoviedb.org/person/1442,San Francisco California U.S.,0.0,0.0,2.5898149893868876
Paul Kantner,https://www.themoviedb.org/person/1445,San Francisco California USA,-122.419906,37.7790262,3.393306564681863
Bernie Leadon,https://www.themoviedb.org/person/1449,Minneapolis Minnesota USA,-93.2654692,44.9772995,0.7904343455838675
Grace Slick,https://www.themoviedb.org/person/1456,Highland Park Illinois USA,-87.8003438,42.1816919,2.878253913185877
Frank Terry,https://www.themoviedb.org/person/1457,Rapid City South Dakota USA,-103.2274481,44.0869329,0.7683314446873537
Ike Turner,https://www.themoviedb.org/person/1458,Clarksdale Mississippi USA,-90.5702071,34.2006479,1.1819152628861769
Tina Turner,https://www.themoviedb.org/person/1459,Nutbush Tennessee USA,-89.408128,35.698133,25.577854475895197
George Clooney,https://www.themoviedb.org/person/1461,Lexington Kentucky USA,-84.4970393,38.0464066,7212.519005166806
Tim Blake Nelson,https://www.themoviedb.org/person/1462,Tulsa Oklahoma USA,-95.9224992,36.13334,536.9619569436583
Chris Thomas King,https://www.themoviedb.org/person/1465,Baton Rouge Louisiana USA,-91.18738,30.4459596,28.744861944921293
Charles Durning,https://www.themoviedb.org/person/1466,Highland Falls New York USA,-73.9662504,41.3692605,391.45873099159587
J.R. Horne,https://www.themoviedb.org/person/1468,Paris Texas USA,-95.555513,33.6617962,89.46798066448983
Wayne Duvall,https://www.themoviedb.org/person/1470,Silver Spring Maryland USA,-77.02403709829767,38.9997621,238.65311937888694
Ed Gale,https://www.themoviedb.org/person/1471,Plainwell Michigan USA,-85.6489035,42.4400357,77.7211934051113
Ray McKinnon,https://www.themoviedb.org/person/1472,Adel Georgia USA,-83.4234936,31.1371358,343.0991829339919
Daniel von Bargen,https://www.themoviedb.org/person/1473,Cincinnati Ohio USA,-84.5124602,39.1014537,448.1367276118182
Mia Tate,https://www.themoviedb.org/person/1474,Utah USA,-111.714358,39.4225192,19.433169368654063
Christy Taylor,https://www.themoviedb.org/person/1476,Anchorage Alaska USA,-149.894852,61.2163129,21.429431012257705
Frank Collison,https://www.themoviedb.org/person/1479,Evanston Illinois USA,-87.6930459,42.0447388,139.17446330482585
Quinn Gasaway,https://www.themoviedb.org/person/1480,USA,-100.445882,39.7837304,19.166912003761897
Lee Weaver,https://www.themoviedb.org/person/1481,Fort Lauderdale Florida USA,-80.1433786,26.1223084,106.26391454436292
T Bone Burnett,https://www.themoviedb.org/person/1483,St. Louis Missouri USA,-90.1995853,38.6264256,1.6982264425470888
Bob Dylan,https://www.themoviedb.org/person/1487,Duluth Minnesota USA,-92.1251218,46.7729322,12.105939734444288
Bob Neuwirth,https://www.themoviedb.org/person/1489,Akron Ohio USA,-81.518485,41.083064,0.8149756447999252
Joan Baez,https://www.themoviedb.org/person/1490,Staten Island New York USA,-74.1496048,40.5834557,6.173867229065354
Leila Hyams,https://www.themoviedb.org/person/1507,New York City New York USA,-74.0060152,40.7127281,7.541730028319357
Roscoe Ates,https://www.themoviedb.org/person/1509,Grange Mississippi USA,-91.1037192,33.3726166,36.15971660261405
Schlitzie,https://www.themoviedb.org/person/1516,The Bronx New York City New York USA,-73.8665241,40.8506558,6.399773034669582
Koo Koo,https://www.themoviedb.org/person/1519,Minnehaha Falls Georgia USA,0.0,0.0,5.47270972518093
Peter Robinson,https://www.themoviedb.org/person/1523,Springfield Massachusetts USA,-72.5886727,42.1018764,5.47270972518093
Bill Murray,https://www.themoviedb.org/person/1532,Wilmette Illinois USA,-87.7277639,42.0717994,7034.159176917775
Andie MacDowell,https://www.themoviedb.org/person/1533,Gaffney South Carolina USA,-81.6498195,35.0717945,1028.5659490109933
Chris Elliott,https://www.themoviedb.org/person/1534,New York City New York USA,-74.0060152,40.7127281,196.87398708987936
Brian Doyle-Murray,https://www.themoviedb.org/person/1535,Chicago Illinois USA,-87.6244212,41.8755616,196.3901587967179
Marita Geraghty,https://www.themoviedb.org/person/1536,Chicago Illinois USA,-87.6244212,41.8755616,57.27874906484138
Angela Paton,https://www.themoviedb.org/person/1537,Brooklyn New York City New York USA,-73.9497211,40.6526006,112.4912655725811
Willie Garson,https://www.themoviedb.org/person/1542,Highland Park New Jersey USA,-74.4243178,40.4959379,648.2824030810193
Helen Chandler,https://www.themoviedb.org/person/1548,Charleston South Carolina USA,-79.9402728,32.7876012,5.310910197977624
Dwight Frye,https://www.themoviedb.org/person/1549,Salina Kansas USA,-97.6114237,38.8402805,21.970204833124367
Edward Van Sloan,https://www.themoviedb.org/person/1550,Chaska Minnesota USA,-93.6021791,44.7894072,67.53027200174583
Holmes Osborne,https://www.themoviedb.org/person/1578,Kansas City Missouri USA ,-94.5781416,39.100105,447.9067977779958
Maggie Gyllenhaal,https://www.themoviedb.org/person/1579,Lower East Side New York City New York USA,-73.9868057,40.7159357,759.7417818010573
Daveigh Chase,https://www.themoviedb.org/person/1580,Las Vegas Nevada USA,-115.148516,36.1672559,239.06660126939394
Mary McDonnell,https://www.themoviedb.org/person/1581,Wilkes-Barre Pennsylvania USA,-75.8817316,41.2464824,2939.636352909844
James Duval,https://www.themoviedb.org/person/1582,Detroit Michigan USA,-83.0466403,42.3315509,445.74402330921447
Patience Cleveland,https://www.themoviedb.org/person/1585,New York City New York USA,-74.0060152,40.7127281,15.963991100038648
David St. James,https://www.themoviedb.org/person/1598,Honolulu Hawaii USA,-157.717299,21.2890997,142.77753184004857
Lee Arenberg,https://www.themoviedb.org/person/1710,Palo Alto California USA,-122.1598465,37.4443293,722.1933239205888
Isaac C. Singleton Jr.,https://www.themoviedb.org/person/1717,Melbourne Florida USA,-80.6371513,28.106471,137.27241723563287
Nick Nolte,https://www.themoviedb.org/person/1733,Omaha Nebraska USA,-95.9383758,41.2587459,1111.0741137367402
Annette O'Toole,https://www.themoviedb.org/person/1734,Houston Texas USA,-95.3676974,29.7589382,19.092816158051868
Frank McRae,https://www.themoviedb.org/person/1735,Memphis Tennessee USA,-90.0516285,35.1490215,71.57705890394236
James Remar,https://www.themoviedb.org/person/1736,Boston Massachusetts USA,-71.060511,42.3554334,667.638327864443
David Patrick Kelly,https://www.themoviedb.org/person/1737,Detroit Michigan USA,-83.0466403,42.3315509,510.2383609773741
James Keane,https://www.themoviedb.org/person/1739,Buffalo New York USA,-78.8783922,42.8867166,98.65922656202194
Greta Blackburn,https://www.themoviedb.org/person/1741,California USA,-118.755997,36.7014631,7.873981463859832
Margot Rose,https://www.themoviedb.org/person/1742,Pittsburgh Pennsylvania USA,-80.6243098,40.3693889,14.549067636805315
Denise Crosby,https://www.themoviedb.org/person/1743,Hollywood California USA,-118.329523,34.0980031,174.0008865724288
Leonard Nimoy,https://www.themoviedb.org/person/1749,Boston Massachusetts USA,-71.060511,42.3554334,2103.422459019898
DeForest Kelley,https://www.themoviedb.org/person/1750,Atlanta Georgia USA,-84.3902644,33.7489924,83.54144863226752
George Takei,https://www.themoviedb.org/person/1752,Los Angeles California USA,-118.242766,34.0536909,190.4991642468782
Nichelle Nichols,https://www.themoviedb.org/person/1753,Robbins Illinois USA,-87.7036602,41.6439227,114.73869339844032
Walter Koenig,https://www.themoviedb.org/person/1754,Chicago Illinois USA,-87.6244212,41.8755616,146.5021470350459
Majel Barrett,https://www.themoviedb.org/person/1755,Columbus Ohio USA,-83.0007065,39.9622601,120.5084577133692
Stephen Collins,https://www.themoviedb.org/person/1756,Des Moines Iowa USA,-93.6046655,41.5910323,83.20813855445986
Grace Lee Whitney,https://www.themoviedb.org/person/1759,Ann Arbor Michigan USA,-83.7312291,42.2681569,23.86453103815066
Giovanni Ribisi,https://www.themoviedb.org/person/1771,Los Angeles California USA,-118.242766,34.0536909,3044.3617098844443
Anna Faris,https://www.themoviedb.org/person/1772,Baltimore Maryland USA,-76.610759,39.2908816,1102.0400280958702
Merritt Butrick,https://www.themoviedb.org/person/1795,Gainesville Florida USA,-82.3249846,29.6519684,60.97054889656514
Kirstie Alley,https://www.themoviedb.org/person/1796,Wichita Kansas USA,-97.3375448,37.6922361,141.92958927045083
Randy Quaid,https://www.themoviedb.org/person/1811,Houston Texas USA,-95.3676974,29.7589382,370.1710492489102
Michelle Williams,https://www.themoviedb.org/person/1812,Kalispell Montana USA,-114.315321,48.202158,1348.2037230272053
Anne Hathaway,https://www.themoviedb.org/person/1813,Brooklyn New York  USA,-73.9497211,40.6526006,8395.535742415761
Linda Cardellini,https://www.themoviedb.org/person/1817,Redwood City California USA,-122.232523,37.4863239,725.8054874656033
Paul Winfield,https://www.themoviedb.org/person/1818,Los Angeles California USA,-118.242766,34.0536909,219.1857490492633
Carl Steven,https://www.themoviedb.org/person/1829,Glendale California USA,-118.2478471,34.1469416,22.80704740478988
Stephen Manley,https://www.themoviedb.org/person/1831,Los Angeles California USA,-118.242766,34.0536909,5.664635270332151
Matt Damon,https://www.themoviedb.org/person/1892,Boston Massachusetts USA,-71.060511,42.3554334,5654.378872492655
Casey Affleck,https://www.themoviedb.org/person/1893,Falmouth Massachusetts USA,-70.6147519,41.5514979,8630.270617581722
Scott Caan,https://www.themoviedb.org/person/1894,Los Angeles California USA,-118.242766,34.0536909,235.26975380944972
Carl Reiner,https://www.themoviedb.org/person/1895,The Bronx New York City New York USA,-73.8665241,40.8506558,184.67122890207267
Don Cheadle,https://www.themoviedb.org/person/1896,Kansas City Missouri USA ,-94.5781416,39.100105,4252.330144794803
Bernie Mac,https://www.themoviedb.org/person/1897,Chicago Illinois USA,-87.6244212,41.8755616,326.99492087489614
Eddie Jemison,https://www.themoviedb.org/person/1898, New Orleans Louisiana USA,-90.0782127,29.9759983,318.5568776897838
Dianne Wiest,https://www.themoviedb.org/person/1902,Kansas City Missouri USA ,-94.5781416,39.100105,2194.2402363011765
Alan Arkin,https://www.themoviedb.org/person/1903,New York City New York USA,-74.0060152,40.7127281,2205.014504855565
Anthony Michael Hall,https://www.themoviedb.org/person/1904,Boston Massachusetts USA,-71.060511,42.3554334,1758.878951030435
Vincent Price,https://www.themoviedb.org/person/1905,St. Louis Missouri USA,-90.1995853,38.6264256,324.47533625217534
Scott L. Schwartz,https://www.themoviedb.org/person/1906,Philadelphia Pennsylvania USA,-75.1635262,39.9527237,248.7241011044899
Kathy Baker,https://www.themoviedb.org/person/1907,Midland Texas USA,-102.0779482,31.9973662,956.1655097569693
Robert Oliveri,https://www.themoviedb.org/person/1908,Los Angeles California USA,-118.242766,34.0536909,215.1382715901739
Conchata Ferrell,https://www.themoviedb.org/person/1909,Charleston West Virginia USA,-81.6332812,38.3505995,638.0180365257718
Caroline Aaron,https://www.themoviedb.org/person/1910,Richmond Virginia USA,-77.43428,37.5385087,1388.82928801923
Dick Anthony Williams,https://www.themoviedb.org/person/1911,Chicago Illinois USA,-87.6244212,41.8755616,254.0537378691494
O-Lan Jones,https://www.themoviedb.org/person/1912,Los Angeles California USA ,-118.242766,34.0536909,262.94397040584556
Susan Blommaert,https://www.themoviedb.org/person/1913,USA,-100.445882,39.7837304,153.35361522205912
Winona Ryder,https://www.themoviedb.org/person/1920,Winona Minnesota USA,-91.7807784,43.9582272,2452.012931425767
George Peppard,https://www.themoviedb.org/person/1933,Detroit Michigan USA,-83.0466403,42.3315509,26.490523369497502
Patricia Neal,https://www.themoviedb.org/person/1934,Packard Kentucky USA,-84.0557626,36.6675831,101.06967062174746
Buddy Ebsen,https://www.themoviedb.org/person/1935,Belleville Illinois USA,-89.9839935,38.5200504,26.168340159276426
Martin Balsam,https://www.themoviedb.org/person/1936,Bronx New York USA,-73.8785937,40.8466508,700.1378491996684
Mickey Rooney,https://www.themoviedb.org/person/1937,Brooklyn New York City New York USA,-73.9497211,40.6526006,146.07805915382892
John McGiver,https://www.themoviedb.org/person/1943,New York City New York USA,-74.0060152,40.7127281,61.03220379344439
Beverly Powers,https://www.themoviedb.org/person/1946, Los Angeles California USA,-118.242766,34.0536909,73.38729435316783
Stanley Adams,https://www.themoviedb.org/person/1947,New York City - New York - USA,-74.0060152,40.7127281,50.64474651683042
Elvia Allman,https://www.themoviedb.org/person/1949,Enochville North Carolina USA,-80.66303826815565,35.522886299999996,26.445766961632323
Elisabeth Shue,https://www.themoviedb.org/person/1951,Wilmington Delaware USA,-75.546589,39.7459468,1131.6318427820177
Casey Siemaszko,https://www.themoviedb.org/person/1953,Chicago Illinois USA,-87.6244212,41.8755616,221.5781681978906
Billy Zane,https://www.themoviedb.org/person/1954,Chicago Illinois USA ,-87.6244212,41.8755616,1687.8362850025571
Darlene Vogel,https://www.themoviedb.org/person/1955,Modesto California USA,-120.9968782,37.6390972,65.8737238925387
Cherry Jones,https://www.themoviedb.org/person/1956,Paris Tennessee USA,-88.3258578,36.3019461,578.6493076823917
Kevin Spacey,https://www.themoviedb.org/person/1979,South Orange New Jersey USA,-74.2635376,40.7474966,5927.367149408736
Mary McCormack,https://www.themoviedb.org/person/1980,Plainfield New Jersey U.S.,-74.4255965,40.5564892,70.26427707578273
Alfre Woodard,https://www.themoviedb.org/person/1981,Tulsa Oklahoma USA,-95.9224992,36.13334,673.6476068446701
Ajay Naidu,https://www.themoviedb.org/person/1982,Evanston Illinois USA,-87.6930459,42.0447388,241.68342701141583
Vincent Laresca,https://www.themoviedb.org/person/1983,New York City New York USA,-74.0060152,40.7127281,319.70509440415765
Kimberly Scott,https://www.themoviedb.org/person/1984,Kingsville Texas USA,-97.856109,27.5158689,122.53698629449954
Peter Gerety,https://www.themoviedb.org/person/1986,Providence Rhode Island USA,-71.4128343,41.8239891,361.7076023486403
Tracey Vilar,https://www.themoviedb.org/person/1988, New York City USA,-74.0060152,40.7127281,10.732098926406893
