name,gender,place_of_birth,birthday,profile_url,popularity,latitude,longitude
Ty Simpkins,2,New York New York City USA,06/08/2001,https://www.themoviedb.org/person/17181,553.0285355,40.7830439,-73.9527658
Jackie Earle Haley,2,Northridge California USA,14/07/1961,https://www.themoviedb.org/person/17183,1154.94406,34.2345615,-118.5369316
Phyllis Somerville,1,Iowa City Iowa USA,12/12/1943,https://www.themoviedb.org/person/17184,95.1902748,41.6612561,-91.5299106
Helen Carey,1,Boston Massachusetts USA,13/01/1944,https://www.themoviedb.org/person/17185,55.25874674,42.3554334,-71.060511
Trini Alvarado,1,New York City New York USA,10/01/1967,https://www.themoviedb.org/person/17187,143.2514091,40.7127281,-74.0060152
Erik Per Sullivan,2,Worcester Massachusetts USA,12/07/1991,https://www.themoviedb.org/person/17190,72.91495091,42.2625621,-71.8018877
Sarah Buxton,1,Sacramento County California USA,23/03/1965,https://www.themoviedb.org/person/17191,23.2547688,38.4732259,-121.2980707
Megan Dodds,1,Sacramento California United States,15/02/1970,https://www.themoviedb.org/person/17198,13.06391564,38.5810606,-121.493895
Corey Johnson,2,New Orleans Louisiana USA,17/05/1961,https://www.themoviedb.org/person/17199,806.4244914,29.9759983,-90.0782127
Bill Smitrovich,2,Bridgeport Connecticut USA,16/05/1947,https://www.themoviedb.org/person/17200,379.3818865,41.1670412,-73.2048348
Catherine Wolf,1,Abington Township Pennsylvania United States,,https://www.themoviedb.org/person/17214,10.21468653,40.11016755,-75.11672188
Michelle Johnson,1,Anchorage Alaska USA,09/09/1965,https://www.themoviedb.org/person/17225,20.48199528,61.2163129,-149.894852
Chelse Swain,1,Los Angeles California USA,25/05/1983,https://www.themoviedb.org/person/17239,15.96907059,34.0536909,-118.242766
Robert Schwartzman,2,Los Angeles California USA,24/12/1982,https://www.themoviedb.org/person/17242,37.04273143,34.0536909,-118.242766
Jonathan Tucker,2,Boston Massachusetts USA,31/05/1982,https://www.themoviedb.org/person/17243,216.8162875,42.3554334,-71.060511
Ben McKenzie,2,Austin Texas USA,12/09/1978,https://www.themoviedb.org/person/17245,17.98373821,30.2711286,-97.7436995
Hayden Panettiere,1,Palisades New York USA,21/08/1989,https://www.themoviedb.org/person/17265,1212.802627,41.0111793,-73.91346
Brandon Routh,2,Des Moines Iowa USA,09/10/1979,https://www.themoviedb.org/person/17271,73.71403973,41.5910323,-93.6046655
Tyler Neitzel,2,San Diego California USA,19/09/1991,https://www.themoviedb.org/person/17294,66.57865698,32.7174202,-117.1627728
Noah Gray-Cabey,2,Chicago Illinois USA,16/11/1995,https://www.themoviedb.org/person/17302,5.853414495,41.8755616,-87.6244212
Ali Larter,1,Cherry Hill New Jersey USA,28/02/1976,https://www.themoviedb.org/person/17303,1525.71918,39.9348351,-75.0307264
Adrian Pasdar,2,Pittsfield - Massachusetts - USA,30/04/1965,https://www.themoviedb.org/person/17304,78.3474971,42.451302,-73.260018
Greg Grunberg,2,Los Angeles California USA,11/07/1966,https://www.themoviedb.org/person/17305,457.1285518,34.0536909,-118.242766
Zachary Quinto,2,Pittsburgh Pennsylvania USA,02/06/1977,https://www.themoviedb.org/person/17306,1813.981686,40.3693889,-80.6243098
Vanilla Ice,2,Dallas Texas U.S.,31/10/1967,https://www.themoviedb.org/person/17338,24.56702039,-23.6475942,-46.5101346
Paul Adelstein,2,Chicago Illinois United States,29/04/1969,https://www.themoviedb.org/person/17342,86.63892428,41.8755616,-87.6244212
Robert Knepper,2,Fremont Ohio USA,08/07/1959,https://www.themoviedb.org/person/17343,289.8946486,41.374828,-83.11564288
Rockmond Dunbar,2,Oakland - California - USA,11/01/1973,https://www.themoviedb.org/person/17345,15.01864586,37.8044557,-122.2713563
Robin Tunney,1,Chicago Illinois USA ,19/06/1972,https://www.themoviedb.org/person/17346,35.80426105,41.8755616,-87.6244212
Marshall Allman,2,Austin Texas USA,05/04/1984,https://www.themoviedb.org/person/17347,48.67719188,30.2711286,-97.7436995
Muse Watson,2,Alexandria Louisiana USA,20/07/1948,https://www.themoviedb.org/person/17348,99.31018389,31.311248,-92.4449087
Todd Boyce,2,Columbus Ohio USA,01/01/1961,https://www.themoviedb.org/person/17354,260.7869362,39.9622601,-83.0007065
Michael Paul Chan,2,San Francisco California USA,26/06/1950,https://www.themoviedb.org/person/17355,121.7895285,37.7790262,-122.419906
Timothy Carhart,2,Washington District of Columbia USA,24/12/1953,https://www.themoviedb.org/person/17396,109.2035666,38.8950368,-77.0365427
Stephen Root,2,Sarasota Florida USA,17/11/1951,https://www.themoviedb.org/person/17401,2189.005598,27.3365805,-82.5308545
Ron Livingston,2,Cedar Rapids Iowa USA,05/06/1967,https://www.themoviedb.org/person/17402,1056.386744,41.9758872,-91.6704053
Lauren Shiohama,1,Newport Beach California USA,27/03/1982,https://www.themoviedb.org/person/17412,35.72599633,33.6170092,-117.9294401
Julio Oscar Mechoso,2,Florida USA,31/05/1955,https://www.themoviedb.org/person/17413,193.5025489,27.7567667,-81.4639835
Jill Talley,1,Chicago - Illinois - USA,19/12/1962,https://www.themoviedb.org/person/17414,102.6866166,41.8755616,-87.6244212
Justin Shilton,2, Los Angeles California USA,12/05/1976,https://www.themoviedb.org/person/17417,60.22059731,34.0536909,-118.242766
Bryan Cranston,2,San Fernando Valley California USA,07/03/1956,https://www.themoviedb.org/person/17419,3263.596291,34.2148853,-118.4998204
Paula Newsome,1,Chicago Illinois U.S.A.,,https://www.themoviedb.org/person/17420,131.9871187,0,0
Wallace Langham,2,Fort Worth Texas USA,11/03/1965,https://www.themoviedb.org/person/17421,254.6733508,32.753177,-97.3327459
Lou Taylor Pucci,2,Seaside Heights New Jersey USA,27/07/1985,https://www.themoviedb.org/person/17441,47.11732804,39.9457135,-74.07829775
Kelli Garner,1,Kern County California U.S.,11/04/1984,https://www.themoviedb.org/person/17442,87.1519948,35.3229304,-119.0045501
Bob Stephenson,2,Oxnard California USA,18/05/1967,https://www.themoviedb.org/person/17449,641.7786639,34.1976308,-119.1803818
John Gallagher Jr.,2,Wilmington Delaware USA,17/06/1984,https://www.themoviedb.org/person/17487,335.8572471,39.7459468,-75.546589
Alice Drummond,1,Pawtucket Rhode Island USA,21/05/1928,https://www.themoviedb.org/person/17488,132.2592814,41.878711,-71.3825558
Isiah Whitlock Jr.,2,South Bend Indiana USA,13/09/1954,https://www.themoviedb.org/person/17490,431.0137145,41.6833813,-86.2500066
Dennis Dugan,2,Wheaton Illinois USA,05/09/1946,https://www.themoviedb.org/person/17494,121.2299279,41.8646959,-88.1101709
Martha Plimpton,1,New York City New York USA,16/11/1970,https://www.themoviedb.org/person/17495,201.1915344,40.7127281,-74.0060152
Marpessa Dawn,1,Pittsburgh Pennsylvania USA,03/01/1934,https://www.themoviedb.org/person/17581,1.298014486,40.3693889,-80.6243098
Mary Elizabeth Winstead,1,Rocky Mount North Carolina USA,28/11/1984,https://www.themoviedb.org/person/17628,449.3622676,35.9423833,-77.7956949
Taye Diggs,2,Rochester New York USA,02/01/1971,https://www.themoviedb.org/person/17637,162.491768,43.157285,-77.615214
Susan Misner,1,Paterson New Jersey USA,08/02/1971,https://www.themoviedb.org/person/17640,35.08925974,40.9167654,-74.171811
Denise Faye,1,New York City New York USA,16/07/1963,https://www.themoviedb.org/person/17641,83.71650695,40.7127281,-74.0060152
Deidre Goodwin,1,Oklahoma City Oklahoma USA,15/09/1969,https://www.themoviedb.org/person/17642,111.303345,35.4729886,-97.5170536
Mýa,1, Washington D.C. USA,10/10/1978,https://www.themoviedb.org/person/17643,23.26176936,38.8950368,-77.0365427
Michelle Rodriguez,1,Bexar County Texas USA,12/07/1978,https://www.themoviedb.org/person/17647,1179.154047,29.4263987,-98.5104781
Theresa Saldana,1, Brooklyn New York USA,20/08/1954,https://www.themoviedb.org/person/17652,3.450599316,40.6526006,-73.9497211
Mario Gallo,2,Brooklyn - New York - USA,22/03/1923,https://www.themoviedb.org/person/17653,7.95835704,40.6526006,-73.9497211
Douglas Dick,2,Charleston West Virginia United States,20/11/1920,https://www.themoviedb.org/person/17661,13.99656367,38.3505995,-81.6332812
Dick Hogan,2,Little Rock Arkansas USA,27/11/1917,https://www.themoviedb.org/person/17663,14.02849882,34.7465071,-92.2896267
Joan Chandler,1,Butler Pennsylvania USA,24/08/1923,https://www.themoviedb.org/person/17664,13.26976365,40.86108,-79.895197
Rudy Youngblood,2,Belton Texas USA,21/09/1982,https://www.themoviedb.org/person/17678,26.80043593,31.0560132,-97.464453
Raoul Max Trujillo,2,New Mexico USA,08/05/1955,https://www.themoviedb.org/person/17688,137.7138152,34.5708167,-105.993007
Bill Macy,2,Revere Massachusetts USA,18/05/1922,https://www.themoviedb.org/person/17695,53.79469927,42.4084302,-71.0119948
Kathryn Hahn,1,Westchester Illinois USA,23/07/1973,https://www.themoviedb.org/person/17696,558.5358049,41.8505866,-87.8820048
John Krasinski,2,Boston Massachusetts USA,20/10/1979,https://www.themoviedb.org/person/17697,3187.744739,42.3554334,-71.060511
Mike White,2,Pasadena California USA,28/06/1970,https://www.themoviedb.org/person/17735,112.2686894,34.1476452,-118.1444779
Adam Pascal,2,The Bronx New York USA,25/10/1970,https://www.themoviedb.org/person/17736,39.46335304,40.8506558,-73.8665241
Joey Gaydos Jr.,2,Dearborn Michigan USA,18/04/1991,https://www.themoviedb.org/person/17739,26.0582976,42.3222599,-83.1763145
Lucas Babin,2,Beaumont Texas USA,30/06/1979,https://www.themoviedb.org/person/17740,27.07615779,30.0860459,-94.1018461
Miranda Cosgrove,1,Los Angeles California USA ,14/05/1993,https://www.themoviedb.org/person/17743,346.1791785,34.0536909,-118.242766
Kevin Clark,2,Highland Park Illinois USA,03/12/1988,https://www.themoviedb.org/person/17744,26.0582976,42.1816919,-87.8003438
Donna Reed,1,Denison Iowa USA,27/01/1921,https://www.themoviedb.org/person/17752,41.86715971,42.0177718,-95.3553286
Lionel Barrymore,2,Philadelphia Pennsylvania USA,1878-04-28,https://www.themoviedb.org/person/17753,68.18230081,39.9527237,-75.1635262
Beulah Bondi,1,Chicago Illinois USA,1889-05-03,https://www.themoviedb.org/person/17755,32.75264489,41.8755616,-87.6244212
Samuel S. Hinds,2,Brooklyn New York City New York USA,1875-04-04,https://www.themoviedb.org/person/17756,38.3688885,40.6526006,-73.9497211
Frank Faylen,2,St. Louis Missouri USA,08/12/1905,https://www.themoviedb.org/person/17759,64.49941114,38.6264256,-90.1995853
Charles S. Dutton,2,Baltimore Maryland USA,30/01/1951,https://www.themoviedb.org/person/17764,332.173524,39.2908816,-76.610759
Darlene Cates,1,Borger Texas USA,13/12/1947,https://www.themoviedb.org/person/17768,19.33319504,35.6678204,-101.3973876
Laura Harrington,1,Ann Arbor Michigan USA,29/04/1958,https://www.themoviedb.org/person/17769,53.53492479,42.2681569,-83.7312291
Kevin Tighe,2, Los Angeles California United States,13/08/1944,https://www.themoviedb.org/person/17770,42.85484284,34.0536909,-118.242766
Jesse Bradford,2,Norwalk Connecticut United States,28/05/1979,https://www.themoviedb.org/person/17772,91.70083292,41.1175966,-73.4078968
Gabrielle Union,1,Omaha Nebraska USA,29/10/1972,https://www.themoviedb.org/person/17773,163.648226,41.2587459,-95.9383758
Clare Kramer,1,Atlanta Georgia USA,03/09/1974,https://www.themoviedb.org/person/17774,14.00749713,33.7489924,-84.3902644
Carla Gugino,1,Sarasota Florida USA,29/08/1971,https://www.themoviedb.org/person/17832,625.3499473,27.3365805,-82.5308545
Jake Cherry,2,New Jersey U.S.,15/09/1996,https://www.themoviedb.org/person/17834,101.7956573,38.88910115,-77.04087713
Kim Raver,1,New York City - New York - USA,15/03/1969,https://www.themoviedb.org/person/17836,46.08045815,40.7127281,-74.0060152
Rami Malek,2,Torrance California USA,12/05/1981,https://www.themoviedb.org/person/17838,375.8552042,33.8358492,-118.3406288
Charlie Murphy,2,New York City New York USA,12/07/1959,https://www.themoviedb.org/person/17840,60.45749062,40.7127281,-74.0060152
Mizuo Peck,1,New York City New York USA,18/08/1977,https://www.themoviedb.org/person/17841,99.21001122,40.7127281,-74.0060152
Wendell Pierce,2,New Orleans Louisiana USA,08/12/1963,https://www.themoviedb.org/person/17859,271.3464866,29.9759983,-90.0782127
Nicole DeHuff,1,Antlers Oklahoma USA,06/01/1974,https://www.themoviedb.org/person/17865,29.90941719,34.2323263,-95.6204938
Jon Abrahams,2,New York City New York USA,29/10/1977,https://www.themoviedb.org/person/17866,134.3287294,40.7127281,-74.0060152
Tom McCarthy,2,New Jersey USA,30/01/1966,https://www.themoviedb.org/person/17867,391.5720307,40.0757384,-74.4041622
Phyllis George,1,Denton Texas USA,25/06/1949,https://www.themoviedb.org/person/17868,28.16570302,33.1838787,-97.1413417
Fred Dalton Thompson,2,Sheffield Alabama U.S.,19/08/1942,https://www.themoviedb.org/person/17874,113.1485253,34.76163955,-87.6692474
Jason Schwartzman,2,Los Angeles California USA,26/06/1980,https://www.themoviedb.org/person/17881,527.2889816,34.0536909,-118.242766
Francis Capra,2,Bronx - New York - USA,22/04/1983,https://www.themoviedb.org/person/17918,26.93922625,40.8466508,-73.8785937
Taral Hicks,1,New York New York USA,21/09/1974,https://www.themoviedb.org/person/17919,12.68808767,36.1021436,-115.1744946
Paul Perri,2,New Haven - Connecticut - USA,06/11/1953,https://www.themoviedb.org/person/17933,122.3147244,41.3082138,-72.9250518
Domenick Lombardozzi,2,Bronx New York USA,25/03/1976,https://www.themoviedb.org/person/17941,177.6905083,40.8466508,-73.8785937
Elle Fanning,1,Conyers Georgia USA,09/04/1998,https://www.themoviedb.org/person/18050,2027.575967,34.1481531,-84.8071608
Nathan Gamble,2,Tacoma Washington USA,12/01/1998,https://www.themoviedb.org/person/18052,313.8021417,47.2495798,-122.4398746
Nicky Katt,2,South Dakota USA,11/05/1970,https://www.themoviedb.org/person/18070,672.4102542,44.6471761,-100.348761
Geoffrey Lewis,2,San Diego California USA,31/07/1935,https://www.themoviedb.org/person/18071,66.99099906,32.7174202,-117.1627728
Timothy Olyphant,2,Honolulu Hawaii USA,20/05/1968,https://www.themoviedb.org/person/18082,869.7588669,21.2890997,-157.717299
Don Ameche,2,Kenosha Wisconsin USA,31/05/1908,https://www.themoviedb.org/person/18156,55.10764471,42.5846773,-87.8212263
David Keith,2,Knoxville - Tennessee - USA,08/05/1954,https://www.themoviedb.org/person/18181,62.08484619,35.9603948,-83.9210261
Justin Cooper,2,Los Angeles California USA,17/11/1988,https://www.themoviedb.org/person/18190,128.5373309,34.0536909,-118.242766
Jason Bernard,2,Chicago Illinois USA,17/05/1938,https://www.themoviedb.org/person/18192,302.4715948,41.8755616,-87.6244212
Christopher Mayer,2,Manhattan New York City New York USA,21/02/1954,https://www.themoviedb.org/person/18193,23.97881578,40.7896239,-73.9598939
Donna Hanover,1,Oakland California USA,13/02/1950,https://www.themoviedb.org/person/18236,27.04490503,37.8044557,-122.2713563
Hiram Keller,2,Moody Field Georgia USA,03/05/1944,https://www.themoviedb.org/person/18241,2.053052727,0,0
Mary-Louise Parker,1,Fort Jackson South Carolina USA,02/08/1964,https://www.themoviedb.org/person/18248,191.6478821,34.0418437,-80.81991591
Cicely Tyson,1,New York City New York USA,19/12/1924,https://www.themoviedb.org/person/18249,66.94389815,40.7127281,-74.0060152
Jason James Richter,2,Medford Oregon USA,29/01/1980,https://www.themoviedb.org/person/18259,20.58440801,42.3264181,-122.8718605
Richard Riehle,2,Menomonee Falls Wisconsin USA,12/05/1948,https://www.themoviedb.org/person/18262,331.3421705,43.1790768,-88.1170784
Brendan Fraser,2,Indianapolis Indiana USA,03/12/1968,https://www.themoviedb.org/person/18269,250.1468766,39.7683331,-86.1583502
Orlando Jones,2,Mobile Alabama USA,10/04/1968,https://www.themoviedb.org/person/18270,91.93885085,30.6943566,-88.0430541
Toby Huss,2,Marshalltown Iowa U.S.,09/12/1966,https://www.themoviedb.org/person/18271,242.0686083,42.0491665,-92.90640179
Gabriel Casseus,2,New York New York USA,28/04/1972,https://www.themoviedb.org/person/18272,48.50201299,36.1021436,-115.1744946
Miriam Shor,1,Minneapolis Minnesota USA,25/07/1971,https://www.themoviedb.org/person/18273,21.97107007,44.9772995,-93.2654692
Sandra Bullock,1,Arlington County Virginia USA,26/07/1964,https://www.themoviedb.org/person/18277,9934.583043,38.8769326,-77.0893094
Loretta Devine,1,Houston Texas USA,21/08/1949,https://www.themoviedb.org/person/18284,138.7109607,29.7589382,-95.3676974
Jennifer Esposito,1,New York City New York USA,11/04/1973,https://www.themoviedb.org/person/18285,59.77138942,40.7127281,-74.0060152
Nona Gaye,1,Washington District of Columbia USA,04/09/1974,https://www.themoviedb.org/person/18286,506.4085304,38.8950368,-77.0365427
Ken Garito,2,Brooklyn New York USA,27/12/1968,https://www.themoviedb.org/person/18287,139.289845,40.6526006,-73.9497211
Terrence Howard,2,Chicago Illinois USA ,11/03/1969,https://www.themoviedb.org/person/18288,416.6479306,41.8755616,-87.6244212
Larenz Tate,2,Chicago Illinois USA,08/09/1975,https://www.themoviedb.org/person/18291,48.16505274,41.8755616,-87.6244212
Beverly Todd,1,Chicago Illinois USA,11/07/1946,https://www.themoviedb.org/person/18292,166.3576832,41.8755616,-87.6244212
Kathleen York,1, Los Angeles California USA,11/05/1975,https://www.themoviedb.org/person/18293,82.84368592,34.0536909,-118.242766
Art Chudabala,2,Hollywood Los Angeles California USA,10/09/1970,https://www.themoviedb.org/person/18296,63.31285505,34.0980031,-118.329523
Tony Danza,2,Brooklyn New York USA,21/04/1951,https://www.themoviedb.org/person/18298,41.10486705,40.6526006,-73.9497211
Billy Gallo,2,Brooklyn New York USA,07/11/1966,https://www.themoviedb.org/person/18304,50.45702537,40.6526006,-73.9497211
Glenn Taranto,2,Hackensack New Jersey USA,27/01/1959,https://www.themoviedb.org/person/18305,36.48984427,40.8871438,-74.0410865
Michael Rispoli,2,Long Island New York USA,27/11/1960,https://www.themoviedb.org/person/18313,151.5991758,40.85149705,-73.09942581
Monica Keena,1,Brooklyn New York USA,28/05/1979,https://www.themoviedb.org/person/18315,52.47755682,40.6526006,-73.9497211
Ally Walker,1,Tullahoma Tennessee USA,25/08/1961,https://www.themoviedb.org/person/18316,17.5043963,35.3620235,-86.2094342
Steve Zahn,2,Marshall Minnesota USA,13/11/1967,https://www.themoviedb.org/person/18324,2159.508536,48.3605336,-96.381968
Dennis Miller,2,Pittsburgh Pennsylvania USA,03/11/1953,https://www.themoviedb.org/person/18326,45.39896515,40.3693889,-80.6243098
Wendy Gazelle,1,Cleveland Ohio USA,10/04/1961,https://www.themoviedb.org/person/18327,5.555379294,41.4996562,-81.6936813
Ken Howard,2,El Centro California USA,28/03/1944,https://www.themoviedb.org/person/18328,102.079142,32.792,-115.5630514
Nancy Travis,1,New York City New York U.S.,21/09/1961,https://www.themoviedb.org/person/18331,63.3290492,0,0
Todd Graff,2,New York City New York USA,22/10/1959,https://www.themoviedb.org/person/18342,18.0669322,40.7127281,-74.0060152
Rae'Ven Larrymore Kelly,1,Fairfax Virginia USA,28/06/1985,https://www.themoviedb.org/person/18346,12.78397178,38.8462236,-77.3063733
Tonea Stewart,1,Greenwood Mississippi USA,03/02/1947,https://www.themoviedb.org/person/18347,41.63187572,33.5162315,-90.1795281
Frances O'Connor,1,Granite Falls Minnesota United States of America,08/09/1914,https://www.themoviedb.org/person/18348,5.47884505,44.8099575,-95.5455752
Patrick Dempsey,2,Lewiston Maine USA,13/01/1966,https://www.themoviedb.org/person/18352,309.7715146,44.100351,-70.2147764
Bridget Moynahan,1,Binghamton New York USA,28/04/1971,https://www.themoviedb.org/person/18354,418.4378268,42.0987125,-75.9125262
George Segal,2,Great Neck New York USA,13/02/1934,https://www.themoviedb.org/person/18364,116.2988181,40.8006567,-73.7284647
Sandy Dennis,1,Hastings Nebraska USA,27/04/1937,https://www.themoviedb.org/person/18365,10.80766769,40.5861322,-98.3898883
Amy Stoch,1,Cleveland Ohio USA,13/12/1958,https://www.themoviedb.org/person/18386,16.9692072,41.4996562,-81.6936813
Lee Marvin,2,New York City New York USA,19/02/1924,https://www.themoviedb.org/person/18391,42.30831909,40.7127281,-74.0060152
Nick Chinlund,2,New York City New York USA ,18/11/1961,https://www.themoviedb.org/person/18461,150.0668626,40.7127281,-74.0060152
Mary Crosby,1,Los Angeles California USA,14/09/1959,https://www.themoviedb.org/person/18465,13.13136473,34.0536909,-118.242766
Anthony Anderson,2,Los Angeles California USA,15/08/1970,https://www.themoviedb.org/person/18471,363.1075597,34.0536909,-118.242766
Kevin Corrigan,2,The Bronx New York USA,27/03/1969,https://www.themoviedb.org/person/18472,369.2033062,40.8506558,-73.8665241
James Badge Dale,2, New York City New York USA,01/05/1978,https://www.themoviedb.org/person/18473,1440.630701,40.7127281,-74.0060152
Kristen Dalton,1,San Diego County California USA,14/02/1966,https://www.themoviedb.org/person/18475,121.4326252,32.9637838,-116.7706277
Richard Hughes,2,Pittsburgh Pennsylvania USA,,https://www.themoviedb.org/person/18477,87.13396152,40.3693889,-80.6243098
Kim Gordon,1,Los Angeles California USA,28/04/1953,https://www.themoviedb.org/person/18517,8.337277145,34.0536909,-118.242766
Nancy Gates,1,Dallas Texas USA,01/02/1926,https://www.themoviedb.org/person/18582,3.407700981,32.7762719,-96.7968559
Moroni Olsen,2,Ogden Utah USA,1889-06-27,https://www.themoviedb.org/person/18586,73.98637124,41.2230048,-111.9738429
Joan Hackett,1,East Harlem New York City New York U.S.,01/03/1934,https://www.themoviedb.org/person/18588,2.348964162,0,0
James Franciscus,2,Clayton Missouri USA,31/01/1934,https://www.themoviedb.org/person/18643,14.24850528,38.6504352,-90.3362473
Thomas Gomez,2,New York City New York USA,10/07/1905,https://www.themoviedb.org/person/18646,11.39746704,40.7127281,-74.0060152
Bradford Dillman,2,San Francisco California USA,14/04/1930,https://www.themoviedb.org/person/18647,18.82270455,37.7790262,-122.419906
Natalie Trundy,1,Boston Massachusetts USA,05/08/1940,https://www.themoviedb.org/person/18648,15.48367201,42.3554334,-71.060511
John Randolph,2,New York City New York USA,01/06/1915,https://www.themoviedb.org/person/18649,57.92274187,40.7127281,-74.0060152
Laurel Holloman,1,Chapel Hill North Carolina USA,23/05/1971,https://www.themoviedb.org/person/18657,16.12308298,35.9131542,-79.05578
Erin Daniels,1,St. Louis Missouri USA,09/10/1972,https://www.themoviedb.org/person/18662,130.5440797,38.6264256,-90.1995853
Don Murray,2,Hollywood California USA,31/07/1929,https://www.themoviedb.org/person/18666,109.1428972,34.0980031,-118.329523
Bobby Porter,2,Long Beach California USA,17/05/1952,https://www.themoviedb.org/person/18677,4.801599581,33.7690164,-118.191604
Richard Eastham,2,Opelousas Louisiana USA,22/06/1916,https://www.themoviedb.org/person/18678,4.950105905,30.5335302,-92.081509
Holly Hunter,1,Conyers Georgia USA,20/03/1958,https://www.themoviedb.org/person/18686,845.7530967,34.1481531,-84.8071608
William McNamara,2,Dallas Texas USA,31/03/1965,https://www.themoviedb.org/person/18687,8.384537693,32.7762719,-96.7968559
Harry Connick Jr.,2,New Orleans Louisiana USA,11/09/1967,https://www.themoviedb.org/person/18688,714.9929587,29.9759983,-90.0782127
Bret Michaels,2,Butler Pennsylvania USA,15/03/1963,https://www.themoviedb.org/person/18694,7.542516608,40.86108,-79.895197
Mark Dacascos,2,Honolulu Hawaii USA,26/02/1964,https://www.themoviedb.org/person/18702,90.76196915,21.2890997,-157.717299
Joe Lando,2,Prairie View Illinois USA,09/12/1961,https://www.themoviedb.org/person/18704,2.48897542,42.1991913,-87.9556284
Meredith Salenger,1,Malibu California U.S.,14/03/1970,https://www.themoviedb.org/person/18706,86.2143197,0,0
Courtney Gains,2,Los Angeles County California USA,22/08/1965,https://www.themoviedb.org/person/18708,159.3009999,34.3155072,-118.2096814
Ron Masak,2,Chicago Illinois USA,01/07/1936,https://www.themoviedb.org/person/18709,6.604913126,41.8755616,-87.6244212
Rock Hudson,2,Winnetka Illinois USA,17/11/1925,https://www.themoviedb.org/person/18735,17.85930124,42.1080703,-87.7365286
Jane Withers,1,Atlanta Georgia USA,12/04/1926,https://www.themoviedb.org/person/18736,30.17604444,33.7489924,-84.3902644
Mercedes McCambridge,1,Joliet Illinois U.S.,16/03/1916,https://www.themoviedb.org/person/18737,177.5410389,41.8052994,-87.8030236
Stevie Wonder,2,Saginaw Michigan USA,13/05/1950,https://www.themoviedb.org/person/18746,12.68289624,43.4200387,-83.9490365
Annabella Sciorra,1,Wethersfield Connecticut USA,29/03/1964,https://www.themoviedb.org/person/18750,39.9216146,41.7142665,-72.6525922
Kieran Culkin,2,New York City New York USA,30/09/1982,https://www.themoviedb.org/person/18793,178.7205512,40.7127281,-74.0060152
Heavy D,2,Mount Vernon New York USA,24/05/1967,https://www.themoviedb.org/person/18795,38.98939867,40.9125815,-73.8370786
Ronald Reagan,2,Tampico Illinois USA,06/02/1911,https://www.themoviedb.org/person/18802,91.13128295,41.6324811,-89.7850393
Van Heflin,2,Walters Oklahoma USA,13/12/1910,https://www.themoviedb.org/person/18803,43.38891007,34.3598075,-98.3078258
William Lundigan,2,Syracuse New York USA,12/06/1914,https://www.themoviedb.org/person/18805,2.963676512,43.0481221,-76.1474244
Andrea Marcovicci,1,New York City New York USA,18/11/1948,https://www.themoviedb.org/person/18859,10.70456862,40.7127281,-74.0060152
Herschel Bernardi,2,New York City New York USA,30/10/1923,https://www.themoviedb.org/person/18860,3.982848352,40.7127281,-74.0060152
Zero Mostel,2,Brooklyn New York USA,28/02/1915,https://www.themoviedb.org/person/18861,8.83360919,40.6526006,-73.9497211
James Ellroy,2,Los Angeles California USA,04/03/1948,https://www.themoviedb.org/person/18862,2.682002177,34.0536909,-118.242766
Tom McGrath,2,Lynnwood Washington USA,07/08/1964,https://www.themoviedb.org/person/18864,444.3406333,47.8278656,-122.3053932
Jerome Robbins,2,New York City New York USA,11/10/1918,https://www.themoviedb.org/person/18868,0.018877922,40.7127281,-74.0060152
William Bramley,2,Runnemede New Jersey USA,18/04/1928,https://www.themoviedb.org/person/18871,9.295803658,39.8523358,-75.0679498
Joan Severance,1,Houston Texas USA,23/12/1958,https://www.themoviedb.org/person/18891,14.17866943,29.7589382,-95.3676974
Goldie Hawn,1,Washington District of Columbia USA,21/11/1945,https://www.themoviedb.org/person/18892,66.3743092,38.8950368,-77.0365427
Gregory Sierra,2,New York City New York USA,25/01/1941,https://www.themoviedb.org/person/18914,43.30138927,40.7127281,-74.0060152
Kevin J. O'Connor,2,Chicago Illinois USA,15/11/1963,https://www.themoviedb.org/person/18916,261.0081452,41.8755616,-87.6244212
Dwayne Johnson,2,Hayward California USA,02/05/1972,https://www.themoviedb.org/person/18918,1057.709188,37.6688205,-122.080796
George Nader,2,Pasadena California USA,19/10/1921,https://www.themoviedb.org/person/18965,1.340647128,34.1476452,-118.1444779
Danny Masterson,2,Long Island New York USA,13/03/1976,https://www.themoviedb.org/person/18972,70.66596317,40.85149705,-73.09942581
Laura Prepon,1,Watchung New Jersey USA,07/03/1980,https://www.themoviedb.org/person/18974,450.9316666,40.6378801,-74.4509863
Wilmer Valderrama,2,Miami Florida USA,30/01/1980,https://www.themoviedb.org/person/18975,95.87009113,25.7741728,-80.19362
Ashton Kutcher,2,Cedar Rapids Iowa USA,07/02/1978,https://www.themoviedb.org/person/18976,1128.669757,41.9758872,-91.6704053
Ed O'Neill,2,Youngstown Ohio USA,12/04/1946,https://www.themoviedb.org/person/18977,210.8836707,41.1035786,-80.6520161
David Faustino,2,Los Angeles California U.S.,03/03/1974,https://www.themoviedb.org/person/18978,7.510896088,-16.5867477,-72.7388789
Christina Applegate,1,Hollywood California USA,25/11/1971,https://www.themoviedb.org/person/18979,210.4124791,34.0980031,-118.329523
Katey Sagal,1,Hollywood Los Angeles California USA,19/01/1954,https://www.themoviedb.org/person/18980,44.67790717,34.0980031,-118.329523
